timestamp,token,source_dex,target_dex,loan_amount,buy_price,sell_price,gas_cost,flash_loan_fee,slippage,liquidity_score,confidence_score,execution_time,market_volatility,available_liquidity,utilization_rate,transaction_success,price_diff,gross_profit,total_fees,net_profit,profit_in_target_range,hour,is_weekend,risk_score,risk_adjusted_confidence
2025-06-17T08:36:27.319419,WMATIC,quickswap,quickswap,34656.18888607642,0.9997400396861763,1.0169714828317864,23.794269692074455,13.442011527833365,0.011528397103807212,0.648920917337565,0.7482452123502651,1.5378069588521706,0.6196943583099788,3245829.0175670474,0.6443485853677575,True,0.017231443145610092,597.1761484339503,37.23628121990782,559.9398672140425,False,8,False,0.3764279738275101,0.46658478313911983
2025-06-17T08:36:27.319419,WETH,quickswap,sushiswap,5558.493836541333,0.9913321904969972,0.9930329384308194,27.655837985878467,4.534957587773257,0.011015798591684431,0.5802376590586046,0.7415105508607784,3.200638482731632,0.7642829654754307,2398629.35635589,0.3163044217763529,True,0.0017007479338222442,9.453596907661352,32.19079557365173,-22.737198665990377,False,8,False,0.46297609872193224,0.3982088888621043
2025-06-17T08:36:27.319419,DAI,uniswap_v3,uniswap_v3,2438.8437960172237,1.011470780134285,0.9851109861115996,23.58587934890486,6.075205678003855,0.01551530073018674,0.8324823718158043,0.46398132372494366,1.616529026607124,0.7580853253173729,8799626.374461485,0.4579328417202808,True,-0.0263597940226854,-64.28742011651819,29.661085026908715,-93.9485051434269,False,8,False,0.4610573154824984,0.2500593401743051
2025-06-17T08:36:27.319419,WETH,sushiswap,quickswap,41324.96386485282,0.9958979262759636,0.9976946613240968,18.320675935034856,10.067239011304961,0.001096497446538817,0.30683447160444094,0.6813754928033386,3.4322330584552376,0.3676283151921682,8373848.227724061,0.7261637091415498,True,0.0017967350481331579,74.25001093881734,28.38791494633982,45.86209599247752,False,8,False,0.22101558809391644,0.5307808875486266
2025-06-17T08:36:27.319419,WETH,quickswap,uniswap_v3,11277.894436500386,1.000544441861773,0.9816987963702614,26.51669554472213,10.2985508466995,0.018437414210068052,0.4484616124406299,0.8173435425731015,4.1260852932642615,0.4128904030989926,2374630.6810697103,0.7067465675077601,True,-0.018845645491511687,-212.53920044097825,36.81524639142163,-249.35444683239987,False,8,False,0.25510920754342276,0.6088316791365438
2025-06-17T08:36:27.319419,USDT,uniswap_v3,quickswap,19572.329184735772,0.9901342868023865,1.0073850477705986,22.37295949453769,11.092001632835775,0.004751527524731502,0.6925808427561382,0.6088013370326584,5.136920968036791,0.2791894676535449,452491.7425134368,0.5120216757250506,True,0.017250760968212098,337.6375723570384,33.46496112737346,304.17261122966494,False,8,False,0.16941429160201954,0.5056616897929082
2025-06-17T08:36:27.319419,DAI,sushiswap,sushiswap,48699.41210883248,1.01950638369365,1.0161082204178142,5.2637780612547465,3.456152269886674,0.019698258792698507,0.7527610930143647,0.8156437498541778,4.393247185914333,0.5624535223969974,8064872.697856926,0.7851648191456739,True,-0.0033981632758357527,-165.4885537830255,8.71993033114142,-174.20848411416694,False,8,False,0.3453514169552778,0.5339600251113212
2025-06-17T08:36:27.319419,DAI,quickswap,quickswap,17505.184591194058,0.9916598296369489,1.0134905202855404,14.852253819362577,13.043037589071218,0.01498882501124878,0.523318745421645,0.5339236885404606,1.3259988335307522,0.35517937906222063,6193534.697123927,0.4415016311399227,True,0.021830690648591555,382.15026955684914,27.895291408433796,354.2549781484153,False,8,False,0.2191031574418319,0.41693932254825644
2025-06-17T08:36:27.319419,DAI,sushiswap,quickswap,15527.999282882449,1.0108297012362222,0.9850947789379152,26.27379748517,8.927012719682377,0.01571077180631275,0.9002970106617865,0.9101940826564432,2.537162662739186,0.6502704526253698,1098732.077729251,0.576762319891363,False,-0.025734922298306984,-399.6118549931464,35.200810204852374,-434.81266519799874,False,8,False,0.39644658029774693,0.5493507511800515
2025-06-17T08:36:27.319419,WETH,uniswap_v3,uniswap_v3,45992.191981515985,0.9970998260142704,0.9850508454843092,13.646471449381732,8.127183323365887,0.013467856627098526,0.5323947173567315,0.6470534863244156,2.4398930396625023,0.1850855325116374,5914846.241567061,0.5835183811865405,True,-0.012048980529961173,-554.1590257155225,21.77365477274762,-575.9326804882701,False,8,False,0.11643846215782185,0.5717115734429434
